id,body,actor,reply,class,time,category,control,des_20,des_80,des_20_community_injunctive,des_80_community_injunctive,des_20_injunctive_platform,des_80_injunctive_platform,r_5,r_25,r_40,r_60,time_old format
1987,"Ha ha and the government is filled with lizard people, too. (am I playing this game right?)",BossmanRy,375,,0:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:51
1988,I swear lmao how are you coming up with all these ridiculous reasons,this_jack,375,,2:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:06
1989,Environmentalists want to decrease human population to make earth more sustainable.,artisanalways,375,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:25
1990,"I wonder what other ""pandemic"" we'll be going through in another couple of years as the population gets bigger again ",casssssssssie,375,,0:24,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:26
1991,a lot of people died after the vaccination,Jcole9,375,,4:23,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:22
1992,Look up how many deaths happened because of covid and you still choose to stay ignorant 😔,PatelS,376,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:01
1993,Are you serious??? Have you been living under a rock?,DonDonDonna,376,,0:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:07
1994,I can't believe people actually have the guts to post ill-informed things like this,Lisa181818,376,,0:17,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:27
1995,The vaccine is harmless and it's a relief to see society going back to normal. Why are you so against it?,mariaann,376,,2:43,pro-vaccine,0,0,0,1,1,0,0,,,,,0:06:27
1996,false news! misinformation of the media is getting ridiculous,_aikira_,376,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:26
1997,You would think people would want peace for once instead of profitting off of the 99%,sweetpea,376,,0:24,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:27
1998,Way more survivors of covid then there are deaths. Media loves to exaggerate things.,fusionfeast,376,,4:23,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:50
1999,These vaccines are safe!,EmmaSmith0214,377,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:29
2000,"Really, because I got vaccinated and I feel great! I'm happy I get to see my friends and family without any worries.",DonDonDonna,377,,0:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:16
2001,You won't die from the vaccines.,B.Mike,377,,2:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:00
2002,My body my choice 😤,lee.alexa,377,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:21
2003,YES EXACTLY. The 99% are the ONLY ones that benefitted from this manufactured pandemic. ,earthpulse,377,,0:13,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:27
2004,I find it appalling that legislators don't care about our freedom. You can't force me to inject poison into my body,ria_camiii,377,,3:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:34
2005,Efficacy of the vaccines have already been proven,mariaann,378,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:08
2006,these vaccines are safe!,thisisalfie1998,378,,4:56,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:57
2007,tens of thousands of death due to the vaccine!,caffeinated,378,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:40
2008,Not effective and not safe = do not vaccinate,earthpulse,378,,3:43,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:14
2009,Side effects may happen but the chance of it being lethal is miniscule,KatieeeM,379,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:18
2010,I wonder how many people in that crowd got covid and absolutely regretted it ,mariaann,379,,0:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:14
2011,Link? I find that hard to believe.,TimBJenkins,379,,3:43,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:58
2012,How much more deaths do we need from those injections?,casssssssssie,379,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:55
2013,All vaccines are not safe. It could be lethal and we don't need to risk our lives,breethebaker,379,,2:56,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:27
2014,"I would like to see where this data came from, not a sketchy screenshot",jiruletheworld,380,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:35
2015,"If it's true that 64,500 died after getting the vaccine, I would like to know what caused the death. I think it's very unlikeIy it's from the vaccine.",ayoitsayo,380,,4:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:19
2016,"omg 64,500 deaths and people are still getting the vaccine. I just don't get it",kittycatbakes,380,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:36
2017,How is this allowed?!? Why aren't more people talking about this!! I am NEVER getting vaccinated ,jupiterpride,380,,0:13,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:18
2018,This is genocide and it's happening right under our noses,casssssssssie,380,,0:17,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:27
2019,these vaccine manufacturers shuold be charged with murder!! ,localewis,380,,4:13,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:14
2020,"""this"" aka vaccinations are to stop people from dying with covid...",sweetietooth,381,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:28
2021,"Yikes, this is ignorance at its finest. ",KatieeeM,381,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:09
2022,if only you cared about your safety as much as you care about big pharma's money,dana84,381,,2:34,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:19
2023,yes!! clearly vaccines don't actually cure you because that would mean no more money for big pharma! ,jupiterpride,381,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:47
2024,yup yup yup! vaccines make you sick and make them money,breathe_in,381,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:09
2025,I'm glad there are others like us who can see the truth! ,caffeinated,381,,3:42,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:19
2026,"omg are you serious? I don't even know where to begin. This ""Q&A"" is either twisting the truth or telling straight lies. ",lucyinurdreams,382,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:34
2027,Covid cases are going down and the world is starting to go back to normal. That in itself makes this silly list useless.,ayoitsayo,382,,0:23,pro-vaccine,0,0,0,1,1,0,0,,,,,0:01:00
2028,Are you telling lies? Yes. Is most of what youre saying pointless? Yes. Should you get vaccinated? Yes.,chefricky,382,,3:25,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:09
2029,Thank you! Sorry that I dont want to inject aborted humans.,jackrussellmom,382,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:19
2030,Just the first point should be enough. It's experimenntal!! ,lavenderrrrrr,382,,2:21,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:26
2031,Praying and God will not protect you from the virus. A vaccine will.,clayton.myers,383,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:54
2032,Maybe you should trust science on this one and not rely on God. Maybe God gave you the vaccine.,aleeboi,383,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:44
2033,Wasn't one of the first rounds of people to get infected a group of church-goers in South Korea? Lol...,sweetietooth,383,,0:14,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:09
2034,"If Jesus cares about you so much why did he create a deadly virus 🙄  let me guess, it's ""God's plan""? ",lucyinurdreams,383,,2:58,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:19
2035,God gave me my immune system and that's all I need.,tastyrobot,383,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:26
2036,"Hallelujah, let the Holy Spirit be the one to heal you. ",cavsforever,383,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:54
2037,God is in all of us and he is the only vaccine I need!,jackrussellmom,383,,0:10,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:44
2038,Amen! Trust God and he'll save you. ,wiz_khaleesi,383,,3:21,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:44
2039,"slave masks and nano particles? Relax. Just put on your mask, get vaccinated, and keep everyone protected. ",mewranda,384,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:28
2040,"I hope some day you realize that the ""truth"" you're trying to share is just lies. Vaccines are safe. There is no aborted fetal tissue!",masterchefterry,384,,0:10,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:59
2041,This is a load of garbage. Nothing in this looks accurate to me! Stop spreading misinformation...,chefricky,384,,3:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:09
2042,insane that people are still willing to get vaccinated even though vaaccines contain aluminum and aborted fetal tissue,cavsforever,384,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:19
2043,What has happened to humanity? THIS is terrible!,Sue_S,384,,0:11,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:26
2044,"Im gonna have to pass on the mercury and aborted fetal tissue, thanks",tacoguy,384,,2:15,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:54
2045,All drugs are NOT poisons. Medical drugs are literally designed to help you. ,gwenfromtheblock,385,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:44
2046,Tell that to people with weak immune systems ,aleeboi,385,,0:14,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:09
2047,"I can't believe youre gonna call this ""medical truths"", what are you talking about? Drugs and vaccines help your immune system fight",fgonzalez,385,,2:58,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:19
2048,"Theyre just trying to sell us poison so we keep buying ""medicine""",Ataylor,385,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:32
2049,Exactly! A natural immune system is the best immune system. Keep the drugs and vaccines away from me ,Sue_S,385,,3:26,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:00
2050,I just looked it up and one died from a car crash and the other from choking on his food. Maybe read the article next time before you spread dangerous lies,VitaBOCA,386,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:09
2051,They didn't even die from the vaccine 😭  no one does ,masterchefterry,386,,0:10,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:19
2052,"Just because they died shortly after getting the vaccine doesn't mean other factors didn't have something to do with it, do your research!!!",fgonzalez,386,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:26
2053,CAR CRASH AND CHOKING. C'MON! ,EZpz,386,,3:25,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:54
2054,so scary! how many people will have to die?,karenM,386,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:44
2055,More and more people will die at the hands of the government if we don't spread this news now! ,difrad,386,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:09
2056,omg I swear this vaccine will kill more people than it will save,jake_turk,386,,2:55,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:19
2057,"no, no they don't",MrShazam,387,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:26
2058,.........,fgonzalez,387,,0:12,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:54
2059,"That sign looks so fake lmao, it's just as bad as the false info that's on it",gwenfromtheblock,387,,0:18,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:44
2060,no of course they don't! ,JuniperQ,387,,4:16,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:17
2061,Look it up! Aborted fetal tissue is literally listed as an ingredient,snowbird,387,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:18
2062,I had a friend who got the vaccine and then couldn't get pregnant!! They definitely sterilize you,difrad,387,,4:34,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:21
2063,Scientists and doctors have analyzed the data and there is no connection between the vaccine and blood clots,csmbx1,388,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:55
2064,"Question them all you want, but then don't get upset when the truth doesn't fit you dangerous narrative. ",youngcunningham,388,,0:16,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:52
2065,"Lol, there's a higher chance of getting a blood clot from covid than from the vaccine... ",MrShazam,388,,3:36,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:49
2066,"terrifying, im glad those countries are doing the responsible thing",M.Kapadia92,388,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:01
2067,what did they expect when they decided to distribute a vaccine that was barely tested ,cavsforever,388,,0:15,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:44
2068,"Governments: ""you must take the vaccine"" also governments: ""whoops sorry it causes blood clots nvm""",SnakeCharmer,388,,5:00,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:16
2069,My personal favorite part is that I will be able to see my grandmother without worrying about killing her :) ,generic-joe,389,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:03
2070,Increased HIV risk? where is that lie coming from? ,Smitty12,389,,0:14,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:40
2071,More like none of the above because the majority of those are bs ,MrShazam,389,,3:51,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:49
2072,they want to get the vaccine but then act like we didn't? what's the point of the vaccine then?,livelaughlove,389,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:27
2073,im so confused why they'd think I'd ever get the vaccine when it'll just make me sick and I'll still have to wear masks and quarantine,bblueberryy,389,,2:45,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:44
2074,We dont know why he died so you shouldn't be spreading this,hockeymom101,390,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:31
2075,It's disrespectful to use his death for your cause like this. You can't say for sure that's why he passed away.,JuniperQ,390,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,0:10:49
2076,"There have been ""372 reports of non-serious adverse events per million doses administered, and 45 serious adverse events""... I'm more than happy to take those odds",SamTHEMAN,390,,3:40,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:49
2077,"You are right, the vaccine kills!!",ancho-n-cayenne,390,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:59
2078,"My condolences go out to his family. I tried telling my friend about these kinds of side effects, but he didn't listen.. now he's sick from the vaccine.",M.Kapadia92,390,,0:07,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:49
2079,May he rest in peace 😔 he went too soon. Big Pharma profits from losses like this every day. ,karenM,390,,0:08,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:17
2080,I'm so scared about all my family members who want to get the vaccine. Idk how to convince them the truth.,john73,390,,4:18,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:11
2081,,Marcymaniac,351,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:26
2082,,HP743,351,,4:12,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:39
2083,,coachmatthews,351,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:29
2084,,NoahM1121,351,,3:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:44
2085,Based on what? Show me 1 study that supports this.,southerngirlCel,352,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:15
2086,Lack of brain cells = Anti-vaxxers,hockeymom101,352,,0:22,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:09
2087,"This is just not true! You should delete this, it's really harmful",BossmanRy,352,,3:07,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:03
2088,How are people still not getting this!! ,MannyDL34,352,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:21
2089,To think autism can just be avoided if we stop vaccinating! ,sweetpea,352,,2:00,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:43
2090,"This is important for communities with high HIV prevalance. If you're living in a first world country, please get vaccinated. ",TomM41,353,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:44
2091,"The increase in risk isn't even that high, way better to prevent getting corona than worry about a tiny risk like that",HP743,353,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:15
2092,"This is only in the vaccines that have Ad5 vector, so not ALL covid vaccines. Johnson & Johnson and Astra Zeneca do not increase risk of HIV infections",BeardedMatt,353,,4:31,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:54
2093,soo I get a vaccine and HIV? I'm gonna pass...,mateoV,353,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:52
2094,This just proves that they barely tested the vaccines,coachmatthews,353,,0:16,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:15
2095,How did the vaccine get approved?? ,artisanalways,353,,4:47,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:17
2096,A happy accident...,MedicalRyan,354,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:51
2097,I don't blame them for wanting to help the kid,BossmanRy,354,,0:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:49
2098,Is it wrong that I'm happy for the kid? The parents will be shocked when the kid doesn't get the flu for the first time,Lisa181818,354,,3:48,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:51
2099,oh my gosh! This is so horrifying!! My worst nightmare,Jcole9,354,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:09
2100,If this happened to my kid I would sue!,jackrussellmom,354,,0:25,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:22
2101,Whoever did it must be fired and jailed. Such a violation.,_aikira_,354,,4:31,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:52
2102,Schools must mandate vaccines for everyone's well being. Keep your child at home then.,this_jack,355,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:01
2103,Aren't immunizations already between a doctor and a patient? I'm confused. ,PatelS,355,,3:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:46
2104,"Thank you! What happened to ""my body, my choice"" ?? Now that it's about vaccination it doesn't apply?",fusionfeast,355,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:05
2105,Thank you to the Republican Party of Texas! ,lee.alexa,355,,4:13,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:09
2106,I'm not sure what this means. But the vaccines have shown to prevent getting and transmitting COVID,DonDonDonna,356,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:22
2107,Better than staying in a pandemic for another year ,this_jack,356,,0:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:24
2108,"Not true but even if it was, that's better than getting covid and dying.",EmmaSmith0214,356,,2:18,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:24
2109,"So I'm injecting toxins in my body just to not cough for a day? No thanks, I'm good",ria_camiii,356,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:57
2110,then what's the point??,caffeinated,356,,2:18,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:13
2111,I'm sure they did research and got approval first,B.Mike,357,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:46
2112,No government is gonna allow vaccines that haven't been studied for effects,mariaann,357,,2:29,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:34
2113,Not that different in America,earthpulse,357,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:04
2114,This would be my worst nightmare...,ria_camiii,357,,0:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:24
2115,"This is so irresponsible. Vaccines are already terrible for you, but imagine one that hasn't even been tested?! That's straight poison. ",fusionfeast,357,,0:23,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:22
2116,If I was in China I'd definitely not get that vaccine,casssssssssie,357,,2:18,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:58
2117,"No, no one faked the vaccine. Please take your tinfoil hat off.",thisisalfie1998,358,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:21
2118,This makes no sense. Why are you believing this crap?,this_jack,358,,0:12,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:24
2119,So millions of people are in the conspiracy? Please explain how,KatieeeM,358,,2:45,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:14
