id,body,actor,reply,class,time,category,control,des_20,des_80,des_20_community_injunctive,des_80_community_injunctive,des_20_injunctive_platform,des_80_injunctive_platform
1873,"you do know that heroin CAN actually kill you while vaccines can't, right? ",B.Mike,430,,00:05:52,pro-vaccine,0,0,0,1,1,0,0
1874,"I just, im speechless. VACCINES ARE NOT THE SAME AS HEROIN",masterchefterry,430,,00:01:48,pro-vaccine,0,0,0,1,1,0,0
1875,good thing vaccines aren't poisonous in the first place,gwenfromtheblock,430,,00:06:54,pro-vaccine,0,0,0,1,1,0,0
1876,hahaha maybe now people will get it,tacoguy,430,,00:05:32,anti-vaccine,0,1,1,0,0,1,1
1877,totally! it doesn't matter if I wait a month to take a second dose. Poison today will be poison tomorrow.,Ataylor,430,,00:03:26,anti-vaccine,0,1,1,0,0,1,1
1878,"honestly, vaccines probably kill/affect more peoplee than heroin ",Sue_S,430,,00:09:34,anti-vaccine,0,1,1,0,0,1,1
1879,as if it's not the opposite...,masterchefterry,431,,00:02:28,pro-vaccine,0,0,0,1,1,0,0
1880,"lmfao it's the other way!! if don't vaccinate, you get sick",gwenfromtheblock,431,,00:00:41,pro-vaccine,0,0,0,1,1,0,0
1881,im thankful i don't have any family members who didn't vaccinate,fgonzalez,431,,00:04:08,pro-vaccine,0,0,0,1,1,0,0
1882,LMFAOOOO true!!! ,Ataylor,431,,00:09:04,anti-vaccine,0,1,1,0,0,1,1
1883,ahah facts!!! ,Sue_S,431,,00:02:57,anti-vaccine,0,1,1,0,0,1,1
1884,"this is so true, love it. ",karenM,431,,00:08:27,anti-vaccine,0,1,1,0,0,1,1
1885,Uhhh... yeah they are. As they should be. Keep your measles away. ,gwenfromtheblock,432,,00:01:48,pro-vaccine,0,0,0,1,1,0,0
1886,"Do what you want and don't vaccinate your child, but then you better not bring them school and expose MY child",fgonzalez,432,,00:06:54,pro-vaccine,0,0,0,1,1,0,0
1887,so you can let your little brat sneeze all over my kids and give them covid? oh hell nah ,B.Mike,432,,00:05:32,pro-vaccine,0,0,0,1,1,0,0
1888,Not true. You need certain vaccinations (thankfully) to attend school,VitaBOCA,432,,00:03:26,pro-vaccine,0,0,0,1,1,0,0
1889,"let me say it again MY BODY, MY CHOICE",Sue_S,432,,00:09:34,anti-vaccine,0,1,1,0,0,1,1
1890,"yaaas no one will tell me or my kid what to do, mind ya damn business",Ataylor,432,,0:12:23,anti-vaccine,0,1,1,0,0,1,1
1891,I swear if another parent tells me this 🙄,karenM,432,,00:01:23,anti-vaccine,0,1,1,0,0,1,1
1892,say it louder for the people in the back!! Unconsitutional!,jake_turk,432,,00:02:22,anti-vaccine,0,1,1,0,0,1,1
1893,I trust scientists to know what goes in vaccines better than you,fgonzalez,433,,00:00:39,pro-vaccine,0,0,0,1,1,0,0
1894,"yea, thats just not true. stop spreading harmful lies.",VitaBOCA,433,,00:07:33,pro-vaccine,0,0,0,1,1,0,0
1895,That's just rlly not how vaccines work lmao,mewranda,433,,00:01:23,pro-vaccine,0,0,0,1,1,0,0
1896,where did you even get this info?? how about you cite it next time and then we can discuss,EZpz,433,,00:00:46,pro-vaccine,0,0,0,1,1,0,0
1897,the amount of harmful and dangerious ingredients in vaccines is insane!! ,karenM,433,,00:05:48,anti-vaccine,0,1,1,0,0,1,1
1898,Just one of many scary things in a vaccine,jake_turk,433,,00:01:18,anti-vaccine,0,1,1,0,0,1,1
1899,HAHA yup they would rather ban lettuce before they ban vaccines ,Sue_S,433,,0:03:23,anti-vaccine,0,1,1,0,0,1,1
1900,lololol literally!! you know society is messed up when people thinking eating at chipotle is more dangerous than getting a vaccine,snowbird,433,,00:08:03,anti-vaccine,0,1,1,0,0,1,1
1901,"this may sound shocking, but i'm not scared. everything isn't about ""big pharma""",VitaBOCA,434,,00:06:18,pro-vaccine,0,0,0,1,1,0,0
1902,it seems like you're much more afraid of big pharma than I am,EZpz,434,,00:09:02,pro-vaccine,0,0,0,1,1,0,0
1903,You wouldn't know what proper research was even if it smacked you in the face ,JuniperQ,434,,00:01:23,pro-vaccine,0,0,0,1,1,0,0
1904,lol by research you mean seeing some memes with lies on them? checks out.. ,MrShazam,434,,00:02:04,pro-vaccine,0,0,0,1,1,0,0
1905,thank you!!!! I anti vaccination because I KNOW what's in vaccines ,jake_turk,434,,00:02:12,anti-vaccine,0,1,1,0,0,1,1
1906,I just wish more people did their own research instead of trusting big pharma,snowbird,434,,00:09:13,anti-vaccine,0,1,1,0,0,1,1
1907,big pharma has nothing on me now. I see right through their money grab,difrad,434,,00:09:49,anti-vaccine,0,1,1,0,0,1,1
1908,??? I don't even know where to start. Vaccines help our immune systems,EZpz,435,,00:07:01,pro-vaccine,0,0,0,1,1,0,0
1909,My immune system works hard enough :) vaccines just help it work harder,fgonzalez,435,,00:04:15,pro-vaccine,0,0,0,1,1,0,0
1910,no... just no.,MrShazam,435,,00:05:52,pro-vaccine,0,0,0,1,1,0,0
1911,we need vaccines because our immune systems can't fight everything,JuniperQ,435,,00:08:07,pro-vaccine,0,0,0,1,1,0,0
1912,i'm so thankful for my strong and natural immune system!! no vaccines for me,snowbird,435,,00:01:15,anti-vaccine,0,1,1,0,0,1,1
1913,"Ever since I became a vegetarian and stopped taking vaccines, I've never felt healthier 😍",livelaughlove,435,,00:04:15,anti-vaccine,0,1,1,0,0,1,1
1914,Just eat some fruits and vegetables. It's not that complicated. you dont need vaccines if you're taking care of your body,difrad,435,,00:09:31,anti-vaccine,0,1,1,0,0,1,1
1915,natural immunity for the win!!,M.Kapadia92,435,,00:03:23,anti-vaccine,0,1,1,0,0,1,1
1916,"yikes, you wont be very peaceful when you're in the ER cause your baby got a disease that could have been easily avoided with a vaccine",MrShazam,436,,00:01:08,pro-vaccine,0,0,0,1,1,0,0
1917,please get your babies vaccinated,JuniperQ,436,,00:09:19,pro-vaccine,0,0,0,1,1,0,0
1918,"praying for ur baby, doesn't sound like it's gonna have a good time the next time it gets a cold 🤧",generic-joe,436,,0:05:15,pro-vaccine,0,0,0,1,1,0,0
1919,I hope the babies make it to adulthood so they can get vaccinated,csmbx1,436,,00:00:31,pro-vaccine,0,0,0,1,1,0,0
1920,I feel so much better knowing im not posioning my kids with dangerous vaccines,difrad,436,,00:04:15,anti-vaccine,0,1,1,0,0,1,1
1921,all natural methods here. My kids will be just as strong as I am 💗 💪,snowbird,436,,00:09:34,anti-vaccine,0,1,1,0,0,1,1
1922,I am proud that I did the research and can really protect my kids by not vaccinating them,M.Kapadia92,436,,00:04:07,anti-vaccine,0,1,1,0,0,1,1
1923,YES we were BORN this way there is no need for these terrible man made products made to poison us for profit!!!,jackrussellmom,436,,00:05:52,anti-vaccine,0,1,1,0,0,1,1
1924,My babies are soo much stronger and healthier than my friends' babies who are vaccinated,SnakeCharmer,436,,00:05:42,anti-vaccine,0,1,1,0,0,1,1
1925,what?? are you implying that the ENTIRE world is lying about the flu??,youngcunningham,437,,00:06:46,pro-vaccine,0,0,0,1,1,0,0
1926,how deep will your conspiracies go??? who do you think made the flu? ,generic-joe,437,,00:04:11,pro-vaccine,0,0,0,1,1,0,0
1927,only y'all anti-vaxxers would go as far as to post ignorant things like this ,csmbx1,437,,00:04:15,pro-vaccine,0,0,0,1,1,0,0
1928,now this is a stupid take I haven't seen yet,Smitty12,437,,00:01:22,pro-vaccine,0,0,0,1,1,0,0
1929,It's just so obvious and the fact people haven't picked up on it yet is embarassing for our society,karenM,437,,00:09:34,anti-vaccine,0,1,1,0,0,1,1
1930,that's why i've never gotten the flu vaccine,jake_turk,437,,00:04:09,anti-vaccine,0,1,1,0,0,1,1
1931,I'm so thankful that I opened my eyes to see this is how the world works,difrad,437,,00:03:34,anti-vaccine,0,1,1,0,0,1,1
1932,it always has been and always will be about making money,snowbird,437,,00:08:46,anti-vaccine,0,1,1,0,0,1,1
1933,how many times do doctors and scientists need to tell you VACCINATIONS DONT CAUSE AUTISM,generic-joe,438,,00:01:30,pro-vaccine,0,0,0,1,1,0,0
1934,please show me ONE (1) research paper that backs this up,Smitty12,438,,00:08:53,pro-vaccine,0,0,0,1,1,0,0
1935,no. no no non no nonononon NO vaccines do not cause autism wth,hockeymom101,438,,00:08:16,pro-vaccine,0,0,0,1,1,0,0
1936,how long will it take for people to realize the truth? You can prevent your kids from having autism is you just stop vaccinating1 ,jake_turk,438,,00:01:57,anti-vaccine,0,1,1,0,0,1,1
1937,its correlation when it doesnt fit their agenda but causation if it does. theyre so transparent,snowbird,438,,00:03:34,anti-vaccine,0,1,1,0,0,1,1
1938,my neighbors kid has autism and they were vaccinated,difrad,438,,00:06:19,anti-vaccine,0,1,1,0,0,1,1
1939,this is so distrubing and NOT true. ,Smitty12,439,,00:03:12,pro-vaccine,0,0,0,1,1,0,0
1940,the CDC would not recommend it if there was data proving it was harmful,hockeymom101,439,,00:09:28,pro-vaccine,0,0,0,1,1,0,0
1941,4250% ?? where is this number even from?,SamTHEMAN,439,,00:05:06,pro-vaccine,0,0,0,1,1,0,0
1942,absolutely mortifying. Even more innocent lives lost because of harmful vaccines,snowbird,439,,00:07:32,anti-vaccine,0,1,1,0,0,1,1
1943,we have to spread word and prevent more deaths!!,difrad,439,,00:07:51,anti-vaccine,0,1,1,0,0,1,1
1944,They will not ever get their hands on my baby 😡  ,,439,,00:03:34,anti-vaccine,0,1,1,0,0,1,1
1945,the CDC should be JAILED!!!,M.Kapadia92,439,,00:07:00,anti-vaccine,0,1,1,0,0,1,1
1946,,,,,00:03:34,,0,0,0,0,0,0,0
1947,No it's not. Vaccine is meant to save lives. It has nothing to do with totalitarian regime,youngcunningham,369,,00:02:15,pro-vaccine,0,0,0,1,1,0,0
1948,People like you would only be happy with anarchy 🥱 ,hockeymom101,369,,00:03:34,pro-vaccine,0,0,0,1,1,0,0
1949,"Vaccines didn't kill anybody. In fact, it's helping us return to normalcy",generic-joe,369,,00:06:30,pro-vaccine,0,0,0,1,1,0,0
1950,I fear the government slowly encroaching our freedom and forcing us to do things that should be our choice.,difrad,369,,00:08:20,anti-vaccine,0,1,1,0,0,1,1
1951,PREACH! SAY IT LOUDER! ,snowbird,369,,00:03:34,anti-vaccine,0,1,1,0,0,1,1
1952,Right ON!! 😄 Don't let the government infringe on our life and our freedom,M.Kapadia92,369,,00:08:59,anti-vaccine,0,1,1,0,0,1,1
1953,I don't know what you are thinking about. What you are saying have been debunked a while back.,Smitty12,370,,00:07:53,pro-vaccine,0,0,0,1,1,0,0
1954,"YOU have the privilege to say things like this, while other people literally don't have access to vaccines and are DYING because of that fact. ",generic-joe,370,,00:01:20,pro-vaccine,0,0,0,1,1,0,0
1955,"Judging by hundreds of years of history with vaccinations, they're clearly only helping us... ",csmbx1,370,,00:08:16,pro-vaccine,0,0,0,1,1,0,0
1956,"No it's not. In fact, vaccines ARE natural. It's using our immune system to prevent the virus from overtaking our body.",hockeymom101,370,,00:05:26,pro-vaccine,0,0,0,1,1,0,0
1957,I couldn't agree more. Can't people see deaths happening? 🧐,SnakeCharmer,370,,00:02:51,anti-vaccine,0,1,1,0,0,1,1
1958,I don't want no foreign substance in my body!,livelaughlove,370,,00:08:32,anti-vaccine,0,1,1,0,0,1,1
1959,Don't pretend like you care about animals.,SamTHEMAN,371,,00:05:48,pro-vaccine,0,0,0,1,1,0,0
1960,It's for a good cause... better than them being experimented on for mindless things like makeup. ,BossmanRy,371,,00:06:26,pro-vaccine,0,0,0,1,1,0,0
1961,I don't think animals were sacrificed? 🤔,Marcymaniac,371,,00:00:24,pro-vaccine,0,0,0,1,1,0,0
1962,I hate how pro-vaxx people overlook this fact. A lot of animals are being sacrificed.,bblueberryy,371,,00:08:43,anti-vaccine,0,1,1,0,0,1,1
1963,"Those poor animals, they don't deserve to be exploited like this for no reason. We all know the vaccines are just a big scam anyways. ",john73,371,,00:08:59,anti-vaccine,0,1,1,0,0,1,1
1964,It's sad to see so many animals dying due to experimentation. 😭,ancho-n-cayenne,371,,00:07:53,anti-vaccine,0,1,1,0,0,1,1
1965,I'm pretty sure those vaccines weren't imported to the US.,HP743,372,,00:06:50,pro-vaccine,0,0,0,1,1,0,0
1966,We're not even using the same vaccines lol,Marcymaniac,372,,00:01:20,pro-vaccine,0,0,0,1,1,0,0
1967,"I'm sure they wouldn't give them out without making sure they were fine. Besides, the US will definitely make sure they are safe. ",SamTHEMAN,372,,00:08:16,pro-vaccine,0,0,0,1,1,0,0
1968,"FDA will thoroughly test those vaccines. If they pass the test, then they might as well be safe.",southerngirlCel,372,,00:04:48,pro-vaccine,0,0,0,1,1,0,0
1969,I don't want to risk my life for uneffective vaccines.,john73,372,,0:07:20,anti-vaccine,0,1,1,0,0,1,1
1970,You would think the government would care enough to actually get them throughly tested before distributing them to thousands of their citizens. Typical politicians.,ancho-n-cayenne,372,,00:08:16,anti-vaccine,0,1,1,0,0,1,1
1971,Yup too dangerous. Who knows what's in that vaccine??,coachmatthews,372,,00:01:20,anti-vaccine,0,1,1,0,0,1,1
1972,"To be fair, the antivaxx people have been spreading misinformation and lies.",BossmanRy,373,,00:08:16,pro-vaccine,0,0,0,1,1,0,0
1973,Maybe if your information wasn't based on lies then your stance would be taken seriously,MedicalRyan,373,,00:01:20,pro-vaccine,0,0,0,1,1,0,0
1974,"Awww, did we hurt your feelings? Sorry, but the truth is the truth. ",HP743,373,,00:08:16,pro-vaccine,0,0,0,1,1,0,0
1975,"It is your choice, but don't complain if airlines, schools, or other facilities refuse to let you in. We all have right to not get infected.",TomM41,373,,00:06:51,pro-vaccine,0,0,0,1,1,0,0
1976,"Just today, I was yelled at by random comments for opposing the vaccine. Seriously, this needs to stop!",NoahM1121,373,,00:09:07,anti-vaccine,0,1,1,0,0,1,1
1977,"Right, why would anyone trust a needle with god knows what in it being poked into them?!? Our reasons are VALID. ",,373,,00:01:20,anti-vaccine,0,1,1,0,0,1,1
1978,I don't get why people are making fun of people with legitimate reasons of refusing to be vaccinated.,MannyDL34,373,,00:08:16,anti-vaccine,0,1,1,0,0,1,1
1979,I don't understand your point. We are trying to return to normalcy here.,BeardedMatt,374,,00:09:28,pro-vaccine,0,0,0,1,1,0,0
1980,Or *gasp* the government is actually trying to help the very people they're trying to govern...,TomM41,374,,00:06:51,pro-vaccine,0,0,0,1,1,0,0
1981,Stop saying nonsense. Vaccines have nothing to do with politics.,MedicalRyan,374,,00:07:17,pro-vaccine,0,0,0,1,1,0,0
1982,Vaccines are only dividing up the country further 😩,sweetpea,374,,00:06:43,anti-vaccine,0,1,1,0,0,1,1
1983,"The more people that get vaccinated, the more politicians gain influence! ",artisanalways,,,00:03:27,anti-vaccine,0,1,1,0,0,1,1
1984,Vaccines were always political and it's been an effective tool to spread ideology.,mateoV,374,,00:02:32,anti-vaccine,0,1,1,0,0,1,1
1985,Lol you guys are ridiculous 🤪,Lisa181818,375,,00:01:05,pro-vaccine,0,0,0,1,1,0,0
1986,Did you know that you sound really dumb,DonDonDonna,375,,00:03:27,pro-vaccine,0,0,0,1,1,0,0
1987,"Ha ha and the government is filled with lizard people, too. (am I playing this game right?)",BossmanRy,375,,00:06:51,pro-vaccine,0,0,0,1,1,0,0
1988,I swear lmao how are you coming up with all these ridiculous reasons,this_jack,375,,00:01:06,pro-vaccine,0,0,0,1,1,0,0
1989,Environmentalists want to decrease human population to make earth more sustainable.,artisanalways,375,,00:02:25,anti-vaccine,0,1,1,0,0,1,1
1990,"I wonder what other ""pandemic"" we'll be going through in another couple of years as the population gets bigger again ",,375,,00:06:26,anti-vaccine,0,1,1,0,0,1,1
1991,a lot of people died after the vaccination,Jcole9,375,,00:08:22,anti-vaccine,0,1,1,0,0,1,1
1992,Look up how many deaths happened because of covid and you still choose to stay ignorant 😔,PatelS,376,,00:08:01,pro-vaccine,0,0,0,1,1,0,0
1993,Are you serious??? Have you been living under a rock?,DonDonDonna,376,,00:08:07,pro-vaccine,0,0,0,1,1,0,0
1994,I can't believe people actually have the guts to post ill-informed things like this,Lisa181818,376,,00:03:27,pro-vaccine,0,0,0,1,1,0,0
1995,The vaccine is harmless and it's a relief to see society going back to normal. Why are you so against it?,mariaann,376,,0:06:27,pro-vaccine,0,0,0,1,1,0,0
1996,false news! misinformation of the media is getting ridiculous,_aikira_,376,,00:05:26,anti-vaccine,0,1,1,0,0,1,1
1997,You would think people would want peace for once instead of profitting off of the 99%,sweetpea,376,,00:03:27,anti-vaccine,0,1,1,0,0,1,1
1998,Way more survivors of covid then there are deaths. Media loves to exaggerate things.,fusionfeast,376,,00:07:50,anti-vaccine,0,1,1,0,0,1,1
1999,These vaccines are safe!,EmmaSmith0214,377,,00:05:29,pro-vaccine,0,0,0,1,1,0,0
2000,"Really, because I got vaccinated and I feel great! I'm happy I get to see my friends and family without any worries.",DonDonDonna,377,,00:08:16,pro-vaccine,0,0,0,1,1,0,0
2001,You won't die from the vaccines.,B.Mike,377,,00:03:00,pro-vaccine,0,0,0,1,1,0,0
2002,My body my choice 😤,lee.alexa,377,,00:08:21,anti-vaccine,0,1,1,0,0,1,1
2003,YES EXACTLY. The 99% are the ONLY ones that benefitted from this manufactured pandemic. ,earthpulse,377,,00:03:27,anti-vaccine,0,1,1,0,0,1,1
2004,I find it appalling that legislators don't care about our freedom. You can't force me to inject poison into my body,ria_camiii,377,,00:05:34,anti-vaccine,0,1,1,0,0,1,1
2005,Efficacy of the vaccines have already been proven,mariaann,378,,00:06:08,pro-vaccine,0,0,0,1,1,0,0
2006,these vaccines are safe!,thisisalfie1998,378,,00:01:57,pro-vaccine,0,0,0,1,1,0,0
2007,tens of thousands of death due to the vaccine!,caffeinated,378,,00:04:40,anti-vaccine,0,1,1,0,0,1,1
